I_BON_001	Beast Bone
W_CLW_2009	Ice Claws +2
W_CLW_2010	Kite Claws +2
W_CLW_2011	Cobra Claws +2
W_CLW_2012	Dragon Claws +2
W_CLW_2013	Crimson Claws +2
W_CLW_2014	Beast Claws +2
W_CLW_2015	NULL (clw 15 +2)
W_CLW_2016	Combusticlaws +2
W_CLW_2017	King Cobra Claws +2
W_CLW_2018	Monster Slashers +2
W_CLW_2019	NULL (clw 19 +2)
W_CLW_2020	Crystal Claws +2
W_CLW_2021	NULL (clw 21 +2)
W_CLW_2022	Orichalcum Claws +2
W_CLW_2023	Deicimators +2
W_CLW_2024	Xenlon Claws +2
W_CLW_2025	Frostfire Fingers +2
W_CLW_2998	Golden Claws +2
W_DGR_2001	Erik's Dagger +2
W_DGR_2002	Bronze Knife +2
W_DGR_2003	Poison Needle +2
W_DGR_2004	Divine Dagger +2
W_DGR_2005	Poison Moth Knife +2
W_DGR_2006	Batterfly Knife +2
W_DGR_2007	Assassin's Dagger +2
W_DGR_2008	Dread Dagger +2
W_DGR_2009	Eagle Dagger +2
W_DGR_2010	Nobleman's Knife +2
W_DGR_2011	Bloodletter +2
W_DGR_2012	Sword Breaker +2
W_DGR_2013	Fenrir Fang +2
W_DGR_2014	Soul Breaker +2
W_DGR_2015	Icicle Dirk +2
W_DGR_2016	Serpentscale Skean +2
W_DGR_2017	Imp Knife +2
W_DGR_2018	Gladius +2
W_DGR_2019	Falcon Knife Earring +2
W_DGR_2020	Flame Tang +2
W_DGR_2021	NULL (dgr 21 +2)
W_DGR_2022	High-Born Blade +2
W_DGR_2023	Knife of Strife +2
W_DGR_2024	NULL (dgr 24 +2)
W_DGR_2025	Gyphon's Wing +2
W_DGR_2026	NULL (dgr 26 +2)
W_DGR_2027	Thunderstorm Skean +2
W_DGR_2028	El Stupendo +2
W_DGR_2029	Timeshear +2
W_DGR_2030	Dynamo Dagger +2
W_ROD_2001	Faerie Staff +2
W_ROD_2002	Veronica's Staff +2
W_ROD_2003	Wizard's Staff +2
W_ROD_2004	Staff of Sentencing +2
W_ROD_2005	Shiverstick +2
W_ROD_2006	Staff of Divine Wrath +2
W_ROD_2007	Rab's Cane +2
W_ROD_2008	Watermaul Wand +2
W_ROD_2009	Lightning Staff +2
W_ROD_2010	Rod of Rapidity +2
W_ROD_2011	Tsunami Staff +2
W_ROD_2012	Magma Staff +2
W_ROD_2013	Staff of Antimagic +2
W_ROD_2014	Lightning Conductor +2
W_ROD_2015	Rune Staff +2
W_ROD_2016	Hieroglyph Staff +2
W_ROD_2017	Hocus Locus +2
W_ROD_2018	Staff of Resurrection +2
W_ROD_2019	Celestial Sceptre +2
W_ROD_2020	Spirit Staff +2
W_ROD_2021	Sage's Staff +2
W_ROD_2022	Siren's Staff +2
W_ROD_2023	NULL (rod 23 +2)
W_ROD_2024	Sacrosanct Staff +2
W_ROD_2025	Wyrmwand +2
W_ROD_2026	Supreme Sage's Staff +2
W_ROD_2027	NULL (rod 27 +2)
W_ROD_2028	NULL (rod 28 +2)
W_ROD_2029	Rod of Paradise +2
W_ROD_2030	Staff of Eternity +2
W_ROD_2031	Aurora Staff +2
W_ROD_2998	Godbird Sceptre +2
W_SPR_2001	Bronze Lance +2
W_SPR_2002	Iron Lance +2
W_SPR_2003	Battle Fork +2
W_SPR_2004	Steel Lance +2
W_SPR_2005	Jade's Glaive +2
W_SPR_2006	Trident +2
W_SPR_2007	Lightning Lance +2
W_SPR_2008	Platinum Lance +2
W_SPR_2009	Gracos's Trident +2
W_SPR_2010	Demon Spear +2
W_SPR_2011	Storm Spear +2
W_SPR_2012	Full Fathom Fork +2
W_SPR_2013	Paladin's Lance +2
W_SPR_2014	Metal Slime Spear +2
W_SPR_2015	NULL (spr 15 +2)
W_SPR_2016	Seraph's Spear +2
W_SPR_2017	NULL (spr 17 +2)
W_SPR_2018	Liquid Metal Spear +2
W_SPR_2019	NULL (spr 19 +2)
W_SPR_2020	Barbarous Pole +2
W_SPR_2021	Sacred Spear +2
W_SPR_2022	Heaven's Talon +2
W_SPR_2023	Metal King Spear +2
W_SPR_2024	Split-Pot Poker +2
W_STK_2001	Serena's Wand +2
W_STK_2002	Lamp Post +2
W_STK_2003	Posey Pole +2
W_STK_2004	Lolly Stick +2
W_STK_2005	Jolly Brolly +2
W_STK_2006	Wyvern Wand +2
W_STK_2007	Seraphic Sceptre +2
W_STK_2008	Spryggrasil +2
W_STK_2009	Glumbrella +2
W_STK_2010	Bonbon Baton +2
W_STK_2011	Red Dragon Rod +2
W_STK_2012	Seraph's Stick +2
W_STK_2013	Butterfly Baton +2
W_STK_2014	Glow Stick +2
W_STK_2015	Get-up-and-Glow Stick +2
W_STK_2016	Pixie Pole +2
W_STK_2017	Fantastick +2
W_STK_2018	Cane of Compassion +2
W_STK_2019	Sceptre of Time +2
W_STK_2020	Faerie King's Cane +2
W_STK_2021	NULL (stk 21 +2)
W_STK_2022	Naughty Stick +2
W_SWD_2001	Cobblestone Sword +2
W_SWD_2002	Copper Sword +2
W_SWD_2003	Soldier's Sword +2
W_SWD_2004	Bronze Sword +2
W_SWD_2005	Rapier +2
W_SWD_2006	Iron Broadsword +2
W_SWD_2007	Syvlando's Sword +2
W_SWD_2008	Cautery Sword +2
W_SWD_2009	Silver Rapier +2
W_SWD_2010	Steel Broadsword +2
W_SWD_2011	Bastard Sword +2
W_SWD_2012	Bandit Blade +2
W_SWD_2013	Falcon Blade +2
W_SWD_2014	Zombiesbane +2
W_SWD_2015	Platinum Sword +2
W_SWD_2016	Zombie Slayer +2
W_SWD_2017	Aurora Blade +2
W_SWD_2018	Fizzle Foil +2
W_SWD_2019	Dragonsbane +2
W_SWD_2020	Miracle Sword +2
W_SWD_2021	Fire Blade +2
W_SWD_2022	NULL (swd 22 +2)
W_SWD_2023	NULL (swd 23 +2)
W_SWD_2024	Metal Slime Sword +2
W_SWD_2025	NULL (swd 25 +2)
W_SWD_2026	Uber Miracle Sword +2
W_SWD_2027	Uber Falcon Blade +2
W_SWD_2028	Inferno Blade +2
W_SWD_2029	NULL (swd 29 +2)
W_SWD_2030	Dragon Slayer +2
W_SWD_2031	Liquid Metal Sword +2
W_SWD_2032	NULL (swd 32 +2)
W_SWD_2033	Thunderstorm Sword +2
W_SWD_2034	Thousand-Fold Katana +2
W_SWD_2035	Sword of Judgment +2
W_SWD_2036	NULL (swd 36 +2)
W_SWD_2037	Drustan's Sword +2
W_SWD_2038	Shamshir of Light +2
W_SWD_2039	Hell Sabre +2
W_SWD_2040	Metal King Sword +2
W_SWD_2041	Hypernova Sword +2
W_SWD_2042	Heliodorian Sword +2
W_SWD_2043	NULL (swd 43 +2)
W_SWD_2044	Supreme Sword of Light +2
W_SWD_2045	Cypress Stick +2
W_TSW_2001	Copper Chopper +2
W_TSW_2002	Broad Sword +2
W_TSW_2003	Cast-Iron Claymore +2
W_TSW_2004	Broader Sword +2
W_TSW_2005	Black Blade +2
W_TSW_2006	Carbon Steel Claymore +2
W_TSW_2007	Banishing Blade +2
W_TSW_2008	Razer-Wing +2
W_TSW_2009	Nightcleaver +2
W_TSW_2010	Platinum Powersword +2
W_TSW_2011	NULL (tsw 11 +2)
W_TSW_2012	Demonsbane +2
W_TSW_2013	Brimstone Blade +2
W_TSW_2014	Wyrmfang +2
W_TSW_2015	Metal Gooreatsword +2
W_TSW_2016	Lord's Sword +2
W_TSW_2017	Skysteed Sword +2
W_TSW_2018	Liquid Metal Gooreatsword +2
W_TSW_2019	Legate's Blade +2
W_TSW_2020	Berserker's Blade +2
W_TSW_2021	Brilliant Blade +2
W_TSW_2022	Metal King Gooreatsword +2
W_TSW_2023	Cobblestone Greatsword +2
W_TSW_2024	NULL (tsw 24 +2)
W_TSW_2025	NULL (tsw 25 +2)
W_WHP_2001	Thorn Whip +2
W_WHP_2002	Battle Whip +2
W_WHP_2003	Hypnowhip +2
W_WHP_2004	Rosewhip +2
W_WHP_2005	Beastly Bullwhip +2
W_WHP_2006	Scorpion Tail +2
W_WHP_2007	Dragontail Whip +2
W_WHP_2008	Demon Whip +2
W_WHP_2009	Queen's Whip +2
W_WHP_2010	Archdemon Whip +2
W_WHP_2011	Empress's Whip +2
W_WHP_2012	Beelzebarb +2
W_WHP_2013	NULL (whp 13 +2)
W_WHP_2014	Goddess Whip +2
W_WHP_2015	NULL (whp 15 +2)
W_WHP_2016	Triple-Tine Whip +2
W_WHP_2017	NULL (whp 17 +2)
W_WHP_2018	Malevolash +2
W_WHP_2019	Anchor of Rancour +2
W_WHP_2020	Hellbeast's Leash +2
W_WHP_2021	Uber Gringham Whip +2
E_SHI_2001	Pot Lid +2
E_SHI_2002	Leather Shield +2
E_SHI_2003	Scale Shield +2
E_SHI_2004	Silver Platter +2
E_SHI_2005	Gold Platter +2
E_SHI_2006	Light Shield +2
E_SHI_2007	Platinum Platter +2
E_SHI_2008	Magic Shield +2
E_SHI_2009	Flame Shield +2
E_SHI_2010	Enchanted Shield +2
E_SHI_2011	White Shield +2
E_SHI_2012	Metal Slime Shield +2
E_SHI_2013	Ice Shield +2
E_SHI_2014	Brain Drainer +2
E_SHI_2015	Ethereal Shield +2
E_SHI_2016	Silver Shield +2
E_SHI_2017	Liquid Metal Shield +2
E_SHI_2018	Psyche Swiper +2
E_SHI_2019	Devilry Drinker +2
E_SHI_2020	Erdwin's Shield +2
E_SHI_2021	Metal King Shield +2
E_SHI_2022	Soul Sucker +2
E_SHI_2998	Tempest Shield +2
E_LSH_2001	Bronze Shield +2
E_LSH_2002	Iron Shield +2
E_LSH_2003	Steel Shield +2
E_LSH_2004	Shield of Heliodor +2
E_LSH_2005	Platinum Shield +2
E_LSH_2006	Warrior's Shield +2
E_LSH_2007	Dragon Shield +2
E_LSH_2008	Dark Shield +2
E_LSH_2009	Saintess Shield +2
E_LSH_2010	Ogre Shield +2
E_LSH_2011	Ruinous Shield +2
E_LSH_2012	Goddess Shield +2
E_LSH_2013	Drustan's Shield +2
E_HAT_2001	Bandana +2
E_HAT_2002	Leather Hat +2
E_HAT_2003	Hairband +2
E_HAT_2004	Pointy Hat +2
E_HAT_2005	Turban +2
E_HAT_2006	Feathered Cap +2
E_HAT_2007	Bunny Ears +2
E_HAT_2008	Stone Hardhat +2
E_HAT_2009	Fur Hood +2
E_HAT_2010	Hermes' Hat +2
E_HAT_2011	Coral Hairpin +2
E_HAT_2012	Bronze Helmet +2
E_HAT_2013	Mercury's Bandana +2
E_HAT_2014	Silver Tiara +2
E_HAT_2015	Magical Hat +2
E_HAT_2016	Pirate's Hat +2
E_HAT_2017	Gold Circlet +2
E_HAT_2018	Thief's Turban +2
E_HAT_2019	Feather Headband +2
E_HAT_2020	Tricky Turban +2
E_HAT_2021	Hocus Hat +2
E_HAT_2022	Happy Hat +2
E_HAT_2023	Scholar's Cap +2
E_HAT_2024	Disturbin' Turban +2
E_HAT_2025	Malleable Mask +2
E_HAT_2026	Star Circlet +2
E_HAT_2027	Papillon Mask +2
E_HAT_2028	Swindler's Scarf +2
E_HAT_2029	Cat Hat +2
E_HAT_2030	NULL (hat 30 +2)
E_HAT_2031	NULL (hat 31 +2)
E_HAT_2032	Minister's Mitre +2
E_HAT_2033	Cavalier Hat +2
E_HAT_2034	Witch's Hat +2
E_HAT_2035	Golden Tiara +2
E_HAT_2036	Phantom Mask +2
E_HAT_2037	Freebooter's Bandana +2
E_HAT_2038	NULL (hat 38 +2)
E_HAT_2039	Stellar Starflower +2
E_HAT_2040	Dragon Bandana +2
E_HAT_2041	Spring Breeze Hat +2
E_HAT_2042	Summer Cloud Hat +2
E_HAT_2043	Autumn Shower Hat +2
E_HAT_2044	Winter Sky Hat +2
E_HAT_2045	Pirate King's Cap +2
E_HAT_2046	Swindler King's Scarf +2
E_HAT_2047	Crown of Eternity +2
E_HAT_2048	Tiara Tremenda +2
E_HAT_2049	NULL (hat 49 +2)
E_HAT_2050	Xenlon Hair Ring +2
E_HAT_2051	Serenica's Circlet +2
E_HAT_2052	Cute Cap +2
E_HAT_2053	Bonny Band +2
E_HAT_2054	Tiara Tremendisima +2
E_HAT_2055	NULL (hat 55 +2)
E_HAT_2056	Corsair's Cap +2
E_HAT_2057	NULL (hat 57 +2)
E_HAT_2058	NULL (hat 58 +2)
E_HAT_2301	NULL (hat 301 +2)
E_HAT_2999	Black Cat Hat +2
E_HEL_2001	Iron Helmet +2
E_HEL_2002	NULL (hel 2 +2)
E_HEL_2003	Iron Mask +2
E_HEL_2004	Steel Helmet +2
E_HEL_2005	Warrior's Helm +2
E_HEL_2006	NULL (hel 6 +2)
E_HEL_2007	Platinum Headgear +2
E_HEL_2008	Iron Headgear +2
E_HEL_2009	Hades' Helm +2
E_HEL_2010	Mythril Helm +2
E_HEL_2011	Thinking Cap +2
E_HEL_2012	Raging Bull Helm +2
E_HEL_2013	Great Helm +2
E_HEL_2014	Metal Slime Helm +2
E_HEL_2015	Drasilian Helm +2
E_HEL_2016	Goddess's Tiara +2
E_HEL_2017	Warrior Princess's Headdress +2
E_HEL_2018	Crown of Dundrasil +2
E_HEL_2019	Skull Helm +2
E_HEL_2020	Liquid Metal Helm +2
E_HEL_2021	NULL (hel 21 +2)
E_HEL_2022	Metal King Helm +2
E_HEL_2023	Heavenly Helm +2
E_HEL_2024	Erdwin's Coronet +2
E_HEL_2025	Irwin's Helm +2
E_HEL_2026	Sacred Circlet +2
E_HEL_2027	Minerva's Tiara +2
E_HEL_2028	Sun Crown +2
E_HEL_2029	Yggdrasil Crown +2
E_HEL_2030	Drustan's Helm +2
E_HEL_2031	Apollo's Crown +2
E_CLO_2001	NULL (clo 1 +2)
E_CLO_2002	NULL (clo 2 +2)
E_CLO_2003	NULL (clo 3 +2)
E_CLO_2004	NULL (clo 4 +2)
E_CLO_2005	NULL (clo 5 +2)
E_CLO_2006	NULL (clo 6 +2)
E_CLO_2007	NULL (clo 7 +2)
E_CLO_2008	NULL (clo 8 +2)
E_CLO_2009	NULL (clo 9 +2)
E_CLO_2010	NULL (clo 10 +2)
E_CLO_2011	NULL (clo 11 +2)
E_CLO_2012	NULL (clo 12 +2)
E_CLO_2013	NULL (clo 13 +2)
E_CLO_2014	NULL (clo 14 +2)
E_CLO_2015	NULL (clo 15 +2)
E_CLO_2016	NULL (clo 16 +2)
E_CLO_2017	NULL (clo 17 +2)
E_CLO_2018	NULL (clo 18 +2)
E_CLO_2019	NULL (clo 19 +2)
E_CLO_2020	NULL (clo 20 +2)
E_CLO_2021	NULL (clo 21 +2)
E_CLO_2022	NULL (clo 22 +2)
E_CLO_2023	NULL (clo 23 +2)
E_CLO_2024	NULL (clo 24 +2)
E_CLO_2025	NULL (clo 25 +2)
E_CLO_2026	NULL (clo 26 +2)
E_CLO_2027	NULL (clo 27 +2)
E_CLO_2028	NULL (clo 28 +2)
E_CLO_2029	NULL (clo 29 +2)
E_CLO_2030	NULL (clo 30 +2)
E_CLO_2031	NULL (clo 31 +2)
E_CLO_2032	NULL (clo 32 +2)
E_CLO_2033	NULL (clo 33 +2)
E_CLO_2034	NULL (clo 34 +2)
E_CLO_2035	NULL (clo 35 +2)
E_CLO_2036	NULL (clo 36 +2)
E_CLO_2037	NULL (clo 37 +2)
E_CLO_2038	NULL (clo 38 +2)
E_CLO_2039	NULL (clo 39 +2)
E_CLO_2040	NULL (clo 40 +2)
E_CLO_2041	NULL (clo 41 +2)
E_CLO_2042	NULL (clo 42 +2)
E_CLO_2043	NULL (clo 43 +2)
E_CLO_2044	NULL (clo 44 +2)
E_CLO_2045	NULL (clo 45 +2)
E_CLO_2046	NULL (clo 46 +2)
E_CLO_2047	NULL (clo 47 +2)
E_CLO_2048	NULL (clo 48 +2)
E_CLO_2049	NULL (clo 49 +2)
E_CLO_2050	NULL (clo 50 +2)
E_CLO_2051	NULL (clo 51 +2)
E_CLO_2052	NULL (clo 52 +2)
E_CLO_2053	NULL (clo 53 +2)
E_CLO_2054	NULL (clo 54 +2)
E_CLO_2055	NULL (clo 55 +2)
E_CLO_2056	NULL (clo 56 +2)
E_CLO_2057	NULL (clo 57 +2)
E_CLO_2058	NULL (clo 58 +2)
E_CLO_2059	NULL (clo 59 +2)
E_CLO_2060	NULL (clo 60 +2)
E_CLO_2061	NULL (clo 61 +2)
E_CLO_2062	NULL (clo 62 +2)
E_CLO_2063	NULL (clo 63 +2)
E_CLO_2064	NULL (clo 64 +2)
E_CLO_2065	NULL (clo 65 +2)
E_CLO_2066	NULL (clo 66 +2)
E_CLO_2067	NULL (clo 67 +2)
E_CLO_2068	NULL (clo 68 +2)
E_CLO_2069	NULL (clo 69 +2)
E_CLO_2070	NULL (clo 70 +2)
E_CLO_2071	NULL (clo 71 +2)
E_CLO_2072	NULL (clo 72 +2)
E_CLO_2073	NULL (clo 73 +2)
E_CLO_2301	NULL (clo 301 +2)
E_CLO_2302	NULL (clo 302 +2)
E_CLO_2303	NULL (clo 303 +2)
E_CLO_2304	NULL (clo 304 +2)
E_CLO_2305	NULL (clo 305 +2)
E_CLO_2306	NULL (clo 306 +2)
E_CLO_2307	NULL (clo 307 +2)
E_CLO_2995	NULL (clo 995 +2)
E_CLO_2996	NULL (clo 996 +2)
E_CLO_2997	NULL (clo 997 +2)
E_CLO_2998	NULL (clo 998 +2)
E_ARM_2001	NULL (arm 1 +2)
E_ARM_2002	NULL (arm 2 +2)
E_ARM_2003	NULL (arm 3 +2)
E_ARM_2004	NULL (arm 4 +2)
E_ARM_2005	NULL (arm 5 +2)
E_ARM_2006	NULL (arm 6 +2)
E_ARM_2007	NULL (arm 7 +2)
E_ARM_2008	NULL (arm 8 +2)
E_ARM_2009	NULL (arm 9 +2)
E_ARM_2010	NULL (arm 10 +2)
E_ARM_2011	NULL (arm 11 +2)
E_ARM_2012	NULL (arm 12 +2)
E_ARM_2013	NULL (arm 13 +2)
E_ARM_2014	NULL (arm 14 +2)
E_ARM_2015	NULL (arm 15 +2)
E_ARM_2016	NULL (arm 16 +2)
E_ARM_2017	NULL (arm 17 +2)
E_ARM_2018	NULL (arm 18 +2)
E_ARM_2019	NULL (arm 19 +2)
E_ARM_2020	NULL (arm 20 +2)
E_ARM_2021	NULL (arm 21 +2)
E_ARM_2022	NULL (arm 22 +2)
E_ARM_2023	NULL (arm 23 +2)
E_ARM_2024	NULL (arm 24 +2)
E_ARM_2025	NULL (arm 25 +2)
E_ARM_2026	NULL (arm 26 +2)
E_ARM_2027	NULL (arm 27 +2)
E_ARM_2028	NULL (arm 28 +2)
E_ARM_2029	NULL (arm 29 +2)
E_ARM_2030	NULL (arm 30 +2)
E_ARM_2301	NULL (arm 301 +2)
E_ARM_2302	NULL (arm 302 +2)
E_ARM_2303	NULL (arm 303 +2)
E_ARM_2998	NULL (arm 998 +2)
E_ROB_2001	NULL (rob 1 +2)
E_ROB_2002	NULL (rob 2 +2)
E_ROB_2003	NULL (rob 3 +2)
E_ROB_2004	NULL (rob 4 +2)
E_ROB_2005	NULL (rob 5 +2)
E_ROB_2006	NULL (rob 6 +2)
E_ROB_2007	NULL (rob 7 +2)
E_ROB_2008	NULL (rob 8 +2)
E_ROB_2009	NULL (rob 9 +2)
E_ROB_2010	NULL (rob 10 +2)
E_ROB_2011	NULL (rob 11 +2)
E_ROB_2012	NULL (rob 12 +2)
E_ROB_2013	NULL (rob 13 +2)
E_ROB_2014	NULL (rob 14 +2)
E_ROB_2015	NULL (rob 15 +2)
E_ROB_2016	NULL (rob 16 +2)
E_ROB_2017	NULL (rob 17 +2)
E_ROB_2018	NULL (rob 18 +2)
E_ROB_2019	NULL (rob 19 +2)
E_ROB_2020	NULL (rob 20 +2)
E_ROB_2021	NULL (rob 21 +2)
E_ROB_2022	NULL (rob 22 +2)
E_ROB_2023	NULL (rob 23 +2)
E_ROB_2024	NULL (rob 24 +2)
E_ROB_2301	NULL (rob 301 +2)
E_ROB_2302	NULL (rob 302 +2)
A_FAC_2001	Slime Earrings +2
A_FAC_2002	Safety Goggles +2
A_FAC_2003	Asbestos Earrings +2
A_FAC_2004	Anti-Freeze Earrings +2
A_FAC_2005	Rubber Earrings +2
A_FAC_2006	Aerofoil Earrings +2
A_FAC_2007	Concrete Earrings +2
A_FAC_2008	Mirror Earrings +2
A_FAC_2009	Cinderblock Earrings +2
A_FAC_2010	All-Weather Earrings +2
A_FAC_2011	Blackout Earrings +2
A_FAC_2012	Scholar's Specs +2
A_NEC_2001	Wings of Serendipity +2
A_NEC_2002	Gold Rosary +2
A_NEC_2003	NULL (nec 3 +2)
A_NEC_2004	Necklace of Immunity +2
A_NEC_2005	Full Moon Collar +2
A_NEC_2006	Rousing Rose Collar +2
A_NEC_2007	Star of Clarity +2
A_NEC_2008	Care Riviere +2
A_NEC_2009	Torc of Truth +2
A_NEC_2010	Protective Pendant +2
A_NEC_2011	Choker of Riddannce +2
A_NEC_2012	Gold Chain +2
A_NEC_2013	Token of Fealty +2
A_NEC_2014	Dogged Collar +2
A_NEC_2015	Bow Tie +2
A_NEC_2016	Papillon Pendant +2
A_NEC_2017	Pirate King's Pendant +2
A_NEC_2998	Rainbow Drop +2
A_ARM_2001	Gold Bracer +2
A_ARM_2002	Life Bracer +2
A_ARM_2003	Wristorative +2
A_ARM_2004	Mighty Armlet +2
A_ARM_2005	Spirit Bracer +2
A_ARM_2006	Brainy Bracer +2
A_ARM_2007	Meteorite Bracer +2
A_HAN_2001	Robber Gloves +2
A_HAN_2002	Mayoress's Mittens +2
A_HAN_2003	Gloomy Gloves +2
A_HAN_2004	NULL (han 4 +2)
A_HAN_2005	Murky Mittens +2
A_HAN_2006	Brigand's Mitts +2
A_HAN_2007	Guru's Gloves +2
A_HAN_2008	Marquess's Mittens +2
A_HAN_2009	Freebooter's Gloves +2
A_HAN_2010	Enchantress's Gloves +2
A_HAN_2011	Minister's Mitts +2
A_HAN_2012	Monarch's Mittens +2
A_FIN_2001	Circle of Serendipity +2
A_FIN_2002	Strength Ring +2
A_FIN_2003	Pink Pearl Ring +2
A_FIN_2004	Prayer Ring +2
A_FIN_2005	Care Ring +2
A_FIN_2006	Ring of Riddance +2
A_FIN_2007	Gold Ring +2
A_FIN_2008	Ring of Immunity +2
A_FIN_2009	Ring of Truth +2
A_FIN_2010	Full Moon Ring +2
A_FIN_2011	Rousing Ring +2
A_FIN_2012	Ring of Clarity +2
A_FIN_2013	Sorcerer's Ring +2
A_FIN_2014	Agility Ring +2
A_FIN_2015	Skull Ring +2
A_FIN_2016	Life Ring +2
A_FIN_2017	Catholicon Ring +2
A_FIN_2018	Goddess Ring +2
A_FOO_2001	Fishnet Stockings +2
A_SHO_2001	Springheal Boots +2
A_SHO_2002	Caligae of Clarity +2
A_SHO_2003	Angel's Sandals +2
A_SHO_2004	Archangel's Boots +2
A_SHO_2005	General's Jackboots +2
A_SHO_2006	Field Marshal's Footwear +2
A_SHO_2998	Elevating Shoes +2
A_OTH_2001	NULL (oth 1 +2)
A_OTH_2002	Bunny Tail +2
A_OTH_2003	Dragon Scale +2
A_OTH_2004	Garter +2
A_OTH_2005	Tough Guy Tattoo +2
A_OTH_2006	Utility Belt +2
A_OTH_2007	Rosary +2
A_OTH_2008	Bling-Bling Belt +2
A_OTH_2009	Titan Belt +2
A_OTH_2010	Sorcerer's Stone +2
A_OTH_2011	Holy Talisman +2
A_OTH_2012	Devil's Tail +2
A_OTH_2013	Ruby of Protection +2
A_OTH_2014	Earthwyrm's Eye +2
A_OTH_2015	Lucky Dragon's Wing +2
A_OTH_2016	Sovereign Seal +2
A_OTH_2017	Venus' Tear +2
A_OTH_2018	Monarchic Mark +2
A_OTH_2019	Elfin Charm +2
A_OTH_2020	NULL (oth 20 +2)
A_OTH_2021	NULL (oth 21 +2)
A_OTH_2022	Natty Cravat +2
A_OTH_2023	Suave Scarf +2
A_OTH_2024	NULL (oth 24 +2)
A_OTH_2025	Ogler's Digest +2
A_OTH_2026	Ring of Changes +2
A_OTH_2027	Healer +2
A_OTH_2028	Supplicant +2
A_OTH_2029	Assassin +2
A_OTH_2030	Mystic +2
A_OTH_2031	Vanguard +2
A_OTH_2032	Shield-Bearer +2
A_OTH_2033	Warlock +2
A_OTH_2034	Trickster +2
A_OTH_2035	Traveller's Hood +2
A_OTH_2036	Belle's Bow +2
W_AXE_3001	Cavalier Cleaver +3
W_AXE_3002	King Axe +3
W_AXE_3003	Ice Axe +3
W_AXE_3004	Kaiser Axe +3
W_AXE_3005	Obliteratoriser +3
W_AXE_3006	Overlord's Axe +3
W_AXE_3007	NULL (axe 7 +3)
W_AXE_3008	Conqueror's Axe +3
W_AXE_3009	Avalanche Axe +3
W_AXE_3010	NULL (axe 10 +3)
W_AXE_3011	Apollo's Axe +3
W_AXE_3012	NULL (axe 12 +3)
W_AXE_3013	Aristocrat's Axe +3
W_AXE_3014	Kairos Cleaver +3
W_AXE_3015	Galaxy Axe +3
W_BOO_3001	Edged Boomerang +3
W_BOO_3002	NULL (boo 2 +3)
W_BOO_3003	Crucerang +3
W_BOO_3004	NULL (boo 4 +3)
W_BOO_3005	Soarin' Steel +3
W_BOO_3006	Flametang Boomerang +3
W_BOO_3007	Winter's Wing +3
W_BOO_3008	Magic Circle +3
W_BOO_3009	Banefire Boomerang +3
W_BOO_3010	Star Cross +3
W_BOO_3011	Pentarang +3
W_BOO_3012	Metal Goomerang +3
W_BOO_3013	NULL (boo 13 +3)
W_BOO_3014	NULL (boo 14 +3)
W_BOO_3015	NULL (boo 15 +3)
W_BOO_3016	Liquid Metal Goomerang +3
W_BOO_3017	Dark Star +3
W_BOO_3018	Hunter's Moon +3
W_BOO_3019	Galaxarang +3
W_BOO_3020	Metal King Goomerang +3
W_BOO_3021	Birchwood Boomerang +3
W_BOO_3022	Boomerang +3
W_CLW_3001	Iron Claws +3
W_CLW_3002	Silver Claws +3
W_CLW_3003	Infernails +3
W_CLW_3004	Steel Claws +3
W_CLW_3005	Crow's Claws +3
W_CLW_3006	Platinum Claws +3
W_CLW_3007	Kestrel Claws +3
W_CLW_3008	Fire Claws +3
W_CLW_3009	Ice Claws +3
W_CLW_3010	Kite Claws +3
W_CLW_3011	Cobra Claws +3
W_CLW_3012	Dragon Claws +3
W_CLW_3013	Crimson Claws +3
W_CLW_3014	Beast Claws +3
W_CLW_3015	NULL (clw 15 +3)
W_CLW_3016	Combusticlaws +3
W_CLW_3017	King Cobra Claws +3
W_CLW_3018	Monster Slashers +3
W_CLW_3019	NULL (clw 19 +3)
W_CLW_3020	Crystal Claws +3
W_CLW_3021	NULL (clw 21 +3)
W_CLW_3022	Orichalcum Claws +3
W_CLW_3023	Deicimators +3
W_CLW_3024	Xenlon Claws +3
W_CLW_3025	Frostfire Fingers +3
W_CLW_3998	Golden Claws +3
W_DGR_3001	Erik's Dagger +3
W_DGR_3002	Bronze Knife +3
W_DGR_3003	Poison Needle +3
W_DGR_3004	Divine Dagger +3
W_DGR_3005	Poison Moth Knife +3
W_DGR_3006	Batterfly Knife +3
W_DGR_3007	Assassin's Dagger +3
W_DGR_3008	Dread Dagger +3
W_DGR_3009	Eagle Dagger +3
W_DGR_3010	Nobleman's Knife +3
W_DGR_3011	Bloodletter +3
W_DGR_3012	Sword Breaker +3
W_DGR_3013	Fenrir Fang +3
W_DGR_3014	Soul Breaker +3
W_DGR_3015	Icicle Dirk +3
W_DGR_3016	Serpentscale Skean +3
W_DGR_3017	Imp Knife +3
W_DGR_3018	Gladius +3
W_DGR_3019	Falcon Knife Earring +3
W_DGR_3020	Flame Tang +3
W_DGR_3021	NULL (dgr 21 +3)
W_DGR_3022	High-Born Blade +3
W_DGR_3023	Knife of Strife +3
W_DGR_3024	NULL (dgr 24 +3)
W_DGR_3025	Gyphon's Wing +3
W_DGR_3026	NULL (dgr 26 +3)
W_DGR_3027	Thunderstorm Skean +3
W_DGR_3028	El Stupendo +3
