I_BON_001	beast bone
E_HAT_2022	happy hat +2
E_HAT_2023	scholar's cap +2
E_HAT_2024	disturbin' turban +2
E_HAT_2025	malleable mask +2
E_HAT_2026	star circlet +2
E_HAT_2027	papillon mask +2
E_HAT_2028	swindler's scarf +2
E_HAT_2029	cat hat +2
E_HAT_2030	null +2
E_HAT_2031	null +2
E_HAT_2032	minister's mitre +2
E_HAT_2033	cavalier hat +2
E_HAT_2034	witch's hat +2
E_HAT_2035	golden tiara +2
E_HAT_2036	phantom mask +2
E_HAT_2037	freebooter's bandana +2
E_HAT_2038	null +2
E_HAT_2039	stellar starflower +2
E_HAT_2040	dragon bandana +2
E_HAT_2041	spring breeze hat +2
E_HAT_2042	summer cloud hat +2
E_HAT_2043	autumn shower hat +2
E_HAT_2044	winter sky hat +2
E_HAT_2045	pirate king's hat +2
E_HAT_2046	swindler king's scarf +2
E_HAT_2047	crown of eternity +2
E_HAT_2048	crown of eternity +2
E_HAT_2049	tiara tremenda +2
E_HAT_2050	xenlon hair ring +2
E_HAT_2051	serenica's circlet +2
E_HAT_2052	cute cap +2
E_HAT_2053	bonny band +2
E_HAT_2054	tiara tremendisima +2
E_HAT_2055	null +2
E_HAT_2056	corsair's cap +2
E_HAT_2057	trodain bandana +2
E_HAT_2058	artisanal trodain bandana +2
E_HEL_2001	iron helmet +2
E_HEL_2002	NULL +2
E_HEL_2003	iron mask +2
E_HEL_2004	steel helmet +2
E_HEL_2005	warrior's helm +2
E_HEL_2006	null +2
E_HEL_2007	platinum headgear +2
E_HEL_2008	iron headgear +2
E_HEL_2009	hade's helm +2
E_HEL_2010	mythril helm +2
E_HEL_2011	thinking cap +2
E_HEL_2012	raging bull helm +2
E_HEL_2013	great helm +2
E_HEL_2014	metal slime helm +2
E_HEL_2015	drasilian helm +2
E_HEL_2016	goddess's tiara +2
E_HEL_2017	warrior princess's headdress +2
E_HEL_2018	crown of dundrasil +2
E_HEL_2019	skull helm +2
E_HEL_2020	liquid metal helm +2
E_HEL_2021	null +2
E_HEL_2022	metal king helm +2
E_HEL_2023	heavenly helm +2
E_HEL_2024	erdwin's coronet +2
E_HEL_2025	irwin's helm +2
E_HEL_2026	sacred circlet +2
E_HEL_2027	minerva's tiara +2
E_HEL_2028	sun crown +2
E_HEL_2029	yggdrasil crown +2
E_HEL_2030	drustan's helm +2
E_HEL_2031	apollo's crown +2
E_CLO_2001	mardi garb +2
E_CLO_2002	plain cloths +2
E_CLO_2003	wayfarer's clothes +2
E_CLO_2004	boxer shorts +2
E_CLO_2005	templar's uniform +2
E_CLO_2006	leather dress +2
E_CLO_2007	leather cape +2
E_CLO_2008	null +2
E_CLO_2009	fur poncho +2
E_CLO_2010	cloak of evasion +2
E_CLO_2011	posh waistcoat +2
E_CLO_2012	pretty pinny +2
E_CLO_2013	dainty dress +2
E_CLO_2014	smart suit +2
E_CLO_2015	silk bustier +2
E_CLO_2016	spangled dress +2
E_CLO_2017	magical skirt +2
E_CLO_2018	velvet cape +2
E_CLO_2019	dragon dojo duds +2
E_CLO_2020	uniforme de l'academie +2
E_CLO_2021	hairy vest +2
E_CLO_2022	strongsam +2
E_CLO_2023	shimmering dress +2
E_CLO_2024	twinkling tuxedo +2
E_CLO_2025	rogue's robes +2
E_CLO_2026	macabre mantle +2
E_CLO_2027	saintess dress +2
E_CLO_2028	dancer's costume +2
E_CLO_2029	divine bustier +2
E_CLO_2030	null +2
E_CLO_2031	null +2
E_CLO_2032	null +2
E_CLO_2033	scandalous swimsuit +2
E_CLO_2034	agility gilet +2
E_CLO_2035	swindler's store +2
E_CLO_2036	cat suit +2
E_CLO_2037	dapper doublet +2
E_CLO_2038	drasilian dress coat +2
E_CLO_2039	general's jacket +2
E_CLO_2040	star's suit +2
E_CLO_2041	null +2
E_CLO_2042	combat costume +2
E_CLO_2043	brigandine +2
E_CLO_2044	liquid metal jacket +2
E_CLO_2045	superstar's suit +2
E_CLO_2046	freebooter's bo;ero +2
E_CLO_2047	null +2
E_CLO_2048	null +2
E_CLO_2049	dragonskin jacket +2
E_CLO_2050	metal king jacket +2
E_CLO_2051	exotoga +2
E_CLO_2052	erdwin's tunic +2
E_CLO_2053	pirate king's coat +2
E_CLO_2054	swindler king's stole +2
E_CLO_2055	serenica's surplice +2
E_CLO_2056	sacred raiment +2
E_CLO_2057	glad rags +2
E_CLO_2058	dashing doublet +2
E_CLO_2059	xenlon gown +2
E_CLO_2060	pallium regale +2
E_CLO_2061	yggdrasil dress coat +2
E_CLO_2062	field marshal's finery +2
E_CLO_2063	cobblestone clobber +2
E_CLO_2064	bunny suit +2
E_CLO_2065	corsair's coat +2
E_CLO_2066	potentate's palliun +2
E_CLO_2067	gladder rags +2
E_CLO_2068	hot bikini +2
E_CLO_2069	arriviste's vest +2
E_CLO_2070	elevating vest +2
E_CLO_2071	vest for sucess +2
E_CLO_2072	trodain togs +2
E_CLO_2073	artisanal trodain togs +2
E_ARM_2001	leather armour +2
E_ARM_2002	scale armour +2
E_ARM_2003	chain mail +2
E_ARM_2004	bronze armour +2
E_ARM_2005	iron cuirass +2
E_ARM_2006	iron armour +2
E_ARM_2007	tortoise shell +2
E_ARM_2008	full plate armour +2
E_ARM_2009	zombie mail +2
E_ARM_2010	silver cuirass +2
E_ARM_2011	silver mail +2
E_ARM_2012	heavy armour +2
E_ARM_2013	magic armour +2
E_ARM_2014	dancer's mail +2
E_ARM_2015	dragon mail +2
E_ARM_2016	spiked mail +2
E_ARM_2017	platinum mail +2
E_ARM_2018	bandit mail +2
E_ARM_2019	mirror armour +2
E_ARM_2020	metal slime armour +2
E_ARM_2021	drasilian armour +2
E_ARM_2022	hendrik's armour +2
E_ARM_2023	gigant armour +2
E_ARM_2024	liquid metal armour +2
E_ARM_2025	sacred armour +2
E_ARM_2026	metal king armour +2
E_ARM_2027	legendary armour +2
E_ARM_2028	irwin's armour +2
E_ARM_2029	drustan's armour +2
E_ARM_2030	gallopolitan armour +2
E_ROB_2001	silk robe +2
E_ROB_2002	fizzle-retardant suit +2
E_ROB_2003	fizzle-retardant blouse +2
E_ROB_2004	robe of serenity +2
E_ROB_2005	magic vestment +2
E_ROB_2006	glombolero +2
E_ROB_2007	sage's robe +2
E_ROB_2008	wizard's robe +2
E_ROB_2009	witch's robe +2
E_ROB_2010	prince's pea coat  +2
E_ROB_2011	king's coat +2
E_ROB_2012	queen's robe +2
E_ROB_2013	emperor's attire +2
E_ROB_2014	empress's robe +2
E_ROB_2015	warrior'princess's dress +2
E_ROB_2016	angel's robe +2
E_ROB_2017	crimson robe +2
E_ROB_2018	flowing dress +2
E_ROB_2019	dark robe +2
E_ROB_2020	dragon robe +2
E_ROB_2021	seraph's robe +2
E_ROB_2022	gown of eternity +2
E_ROB_2023	minerva's raiment +2
E_ROB_2024	princess's robe +2
A_FAC_2001	slime earrings +2
A_FAC_2002	safty goggles +2
A_FAC_2003	asbestos earrings +2
A_FAC_2004	antifreeze earrings +2
A_FAC_2005	rubber earrings +2
A_FAC_2006	aerofoil earrings +2
A_FAC_2007	concrete earrings +2
A_FAC_2008	mirror earrings +2
A_FAC_2009	cinderblock earrings +2
A_FAC_2010	all-weather earrings +2
A_FAC_2011	blackout earrings +2
A_FAC_2012	scholar's specs +2
A_NEC_2001	wings of serendipty +2
A_NEC_2002	gold rosary +2
A_NEC_2003	null +2
A_NEC_2004	necklace of immunity +2
A_NEC_2005	full moon colar +2
A_NEC_2006	rousing rose collar +2
A_NEC_2007	star of clarity +2
A_NEC_2008	care riviere +2
A_NEC_2009	torc of truth +2
A_NEC_2010	protective pendant +2
A_NEC_2011	choker of riddance +2
A_NEC_2012	gold chain +2
A_NEC_2013	token of fealty +2
A_NEC_2014	dogged colar +2
A_NEC_2015	bow tie +2
A_NEC_2016	papillon pendant +2
A_NEC_2017	pirate king's pendant +2
A_ARM_2001	gold bracer +2
A_ARM_2002	life bracer +2
A_ARM_2003	wristorative +2
A_ARM_2004	mighty armlet +2
A_ARM_2005	spirit bracer +2
A_ARM_2006	brainy bracer +2
A_ARM_2007	meteorite bracer +2
A_HAN_2001	robber's gloves +2
A_HAN_2002	mayoress's mittens +2
A_HAN_2003	gloomy gloves +2
A_HAN_2004	null +2
A_HAN_2005	murky mittens +2
A_HAN_2006	brigand's mitts +2
A_HAN_2007	guru's gloves +2
A_HAN_2008	marquess's mittens +2
A_HAN_2009	freebooter's gloves +2
A_HAN_2010	enchantress's gloves +2
A_HAN_2011	minister's mitts +2
A_HAN_2012	monarch's mittens +2
A_FIN_2001	circle of serendipity +2
A_FIN_2002	strength ring +2
A_FIN_2003	pink pearl ring +2
A_FIN_2004	prayer ring +2
A_FIN_2005	care ring +2
A_FIN_2006	ring of riddance +2
A_FIN_2007	gold ring +2
A_FIN_2008	ring of immunity +2
A_FIN_2009	ring of truth +2
A_FIN_2010	full mon ring +2
A_FIN_2011	rouding ring +2
A_FIN_2012	ring of clarity +2
A_FIN_2013	sorcerer's ring +2
A_FIN_2014	agility ring +2
A_FIN_2015	skull ring +2
A_FIN_2016	life ring +2
A_FIN_2017	catholicon ring +2
A_FIN_2018	godess ring +2
A_FOO_2001	fishnet stockings +2
A_SHO_2001	springheel boots +2
A_SHO_2002	caligae of clarity +2
A_SHO_2003	angel's sandals +2
A_SHO_2004	archangel's boots +2
A_SHO_2005	general's boots +2
A_SHO_2006	field marshal's footwear +2
A_OTH_2001	gemma's charm +2
A_OTH_2002	bunny tail +2
A_OTH_2003	dragon scale +2
A_OTH_2004	garter +2
A_OTH_2005	tough guy tattoo +2
A_OTH_2006	utility belt +2
A_OTH_2007	rosary +2
A_OTH_2008	bling-bling belt +2
A_OTH_2009	titan belt +2
A_OTH_2010	sorcerer's stone +2
A_OTH_2011	holy talisman +2
A_OTH_2012	devil's tail +2
A_OTH_2013	ruby of protection +2
A_OTH_2014	earthwyrm's eye +2
A_OTH_2015	lucky dragon's wing +2
A_OTH_2016	sovereign seal +2
A_OTH_2017	venus'tear +2
A_OTH_2018	monarchic mark +2
A_OTH_2019	elfin charm +2
A_OTH_2020	null +2
A_OTH_2021	null +2
A_OTH_2022	natty cravat +2
A_OTH_2023	suave scarf +2
A_OTH_2024	gemma's eternal charm +2
A_OTH_2025	ogler's digest +2
A_OTH_2026	ring of changes +2
A_OTH_2027	healer +2
A_OTH_2028	supplicant +2
A_OTH_2029	assassin +2
A_OTH_2030	mystic +2
A_OTH_2031	vanguard +2
A_OTH_2032	shield-bearer +2
A_OTH_2033	warlock +2
A_OTH_2034	trickster +2
A_OTH_2035	traveller's hood +2
A_OTH_2036	bell's bow +2
W_SWD_3001	cobblestone sword +3
W_SWD_3002	copper sword +3
W_SWD_3003	soldier's sword +3
W_SWD_3004	bronze sword +3
W_SWD_3005	rapier +3
W_SWD_3006	iron broadsword +3
W_SWD_3007	sylvando's sword +3
W_SWD_3008	cautery sword +3
W_SWD_3009	silver rapier +3
W_SWD_3010	steel broadsword +3
W_SWD_3011	bastard sword +3
W_SWD_3012	bandit blade +3
W_SWD_3013	falcon blade +3
W_SWD_3014	zombiesbane +3
W_SWD_3015	platinum sword +3
W_SWD_3016	zombie slayer +3
W_SWD_3017	aurora blade +3
W_SWD_3018	fizzle foil +3
W_SWD_3019	dragonsbane +3
W_SWD_3020	miracle sword +3
W_SWD_3021	fire blade +3
W_SWD_3022	sword of light +3
W_SWD_3023	NULL +3
W_SWD_3024	metal slime sword +3
W_SWD_3025	stardust sword +3
W_SWD_3026	uber miracle sword +3
W_SWD_3027	uber falcon blade +3
W_SWD_3028	inferno blade +3
W_SWD_3029	nebula sword +3
W_SWD_3030	dragon slayer +3
W_SWD_3031	liquid metal sword +3
W_SWD_3032	supernova sword +3
W_SWD_3033	thunderstorm sword +3
W_SWD_3034	thousand-fold katana +3
W_SWD_3035	sword of judgment +3
W_SWD_3036	super sword of light +3
W_SWD_3037	drustan's sword +3
W_SWD_3038	shamshir of light +3
W_SWD_3039	hell sabre +3
W_SWD_3040	metal king sword +3
W_SWD_3041	hypernova sword +3
W_SWD_3042	heliodorian sword +3
W_SWD_3043	NULL +3
W_SWD_3044	supreme sword of light +3
W_SWD_3045	cypress stick +3
W_TSW_3001	copper chopper +3
W_TSW_3002	broad sword +3
W_TSW_3003	cast-iron claymore +3
W_TSW_3004	broader sword +3
W_TSW_3005	black blade +3
W_TSW_3006	carbon steel claymore +3
W_TSW_3007	banishing blade +3
W_TSW_3008	razer-wing +3
W_TSW_3009	night cleaver +3
W_TSW_3010	platinum powersword +3
W_TSW_3011	hendrik's greatsword +3
W_TSW_3012	demonsbane +3
W_TSW_3013	brimstone blade +3
W_TSW_3014	wyrmfang +3
W_TSW_3015	metal gooreatsword +3
W_TSW_3016	lord's sword +3
W_TSW_3017	skysteel sword +3
W_TSW_3018	liquid metal Gooreatsword +3
W_TSW_3019	legate's blade +3
W_TSW_3020	berserker's blade +3
W_TSW_3021	brilliant blade +3
W_TSW_3022	metal king gooreatsword +3
W_TSW_3023	cobblestone greatsword +3
W_TSW_3024	sword of shadows +3
W_TSW_3025	sword of shadows +3
W_DGR_3001	erik's dagger +3
W_DGR_3002	bronze knife +3
W_DGR_3003	poison needle +3
W_DGR_3004	divine dagger +3
W_DGR_3005	poison moth knife +3
W_DGR_3006	butterfly knife +3
W_DGR_3007	assassin's dagger +3
W_DGR_3008	dread dagger +3
W_DGR_3009	eagle dagger +3
W_DGR_3010	nobleman's knife +3
W_DGR_3011	bloodletter +3
W_DGR_3012	sword breaker +3
W_DGR_3013	fenrir fang +3
W_DGR_3014	soul breaker +3
W_DGR_3015	icicle dirk +3
W_DGR_3016	serpentscale skean +3
W_DGR_3017	imp knife +3
W_DGR_3018	gladius +3
W_DGR_3019	falcon knife earring +3
W_DGR_3020	flame tang +3
W_DGR_3021	deft dagger +3
W_DGR_3022	high-born blade +3
W_DGR_3023	knife of strife +3
W_DGR_3024	darting dagger +3
W_DGR_3025	gryphon's wing +3
W_DGR_3026	NULL +3
W_DGR_3027	thunderstorm skean +3
W_DGR_3028	el stupendo +3
W_DGR_3029	timeshear +3
W_DGR_3030	dynamo dagger +3
W_BOO_3001	edged boomerang +3
W_BOO_3002	null +3
W_BOO_3003	crucerang +3
W_BOO_3004	null +3
W_BOO_3005	soarin' steel +3
W_BOO_3006	flametang boomerang +3
W_BOO_3007	winter's wing +3
W_BOO_3008	magic circle +3
W_BOO_3009	banefire boomerang +3
W_BOO_3010	star cross +3
W_BOO_3011	pentarang +3
W_BOO_3012	metal goomerang +3
W_BOO_3013	meteorang +3
W_BOO_3014	asterang +3
W_BOO_3015	null +3
W_BOO_3016	liquid metal goomerang +3
W_BOO_3017	dark star +3
W_BOO_3018	hunter's moon +3
W_BOO_3019	galaxarang +3
W_BOO_3020	metal king goomerang +3
W_BOO_3021	birchwood boomerang +3
W_BOO_3022	boomerang +3
W_ROD_3001	faerie staff +3
W_ROD_3002	veronica's staff +3
W_ROD_3003	wizard's staff +3
W_ROD_3004	staff of sentencing +3
W_ROD_3005	shiverstick +3
W_ROD_3006	staff of divine wrath +3
W_ROD_3007	rab's cane +3
W_ROD_3008	watermaul wand +3
W_ROD_3009	lightning staff +3
W_ROD_3010	rod of rapidty +3
W_ROD_3011	tsunami staff +3
W_ROD_3012	magma staff +3
W_ROD_3013	staff of antimagic +3
W_ROD_3014	lightning conductor +3
W_ROD_3015	rune staff +3
W_ROD_3016	hieroglyph staff +3
W_ROD_3017	hocus locus +3
W_ROD_3018	staff of resurrection +3
W_ROD_3019	celestial sceptre +3
W_ROD_3020	spirit staff +3
W_ROD_3021	sage's staff +3
W_ROD_3022	siren's staff +3
W_ROD_3023	bright staff +3
W_ROD_3024	sacrosanct staff +3
W_ROD_3025	wyrmwand +3
W_ROD_3026	supreme sage's staff +3
W_ROD_3027	null +3
W_ROD_3028	null +3
W_ROD_3029	rod of paradise +3
W_ROD_3030	staff of eternity +3
W_ROD_3031	aurora staff +3
W_WHP_3001	thorn whip +3
W_WHP_3002	battle whip +3
W_WHP_3003	hypno whip +3
W_WHP_3004	rose whip +3
W_WHP_3005	beastly bullwhip +3
W_WHP_3006	scorpion tail +3
W_WHP_3007	dragontail whip +3
W_WHP_3008	demon whip +3
W_WHP_3009	queen's whip +3
W_WHP_3010	archdemon whip +3
W_WHP_3011	empress's whip +3
W_WHP_3012	beelzebarb +3
W_WHP_3013	gringham whip +3
W_WHP_3014	godess whip +3
W_WHP_3015	null +3
W_WHP_3016	triple-tine whip +3
W_WHP_3017	null +3
W_WHP_3018	malevolash +3
W_WHP_3019	anchor or rancour +3
W_WHP_3020	hellbeast's leash +3
W_WHP_3021	uber gringham whip +3
W_STK_3001	serena's wand +3
W_STK_3002	lamp post +3
W_STK_3003	posey pole +3
W_STK_3004	lolly stick +3
W_STK_3005	jolly brolly +3
W_STK_3006	wyvern wand +3
W_STK_3007	seraphic sceptre +3
W_STK_3008	spryggdrasil +3
W_STK_3009	glumbrella +3
W_STK_3010	bonbon baton +3
W_STK_3011	red dragon rod +3
W_STK_3012	seraph's stick +3
W_STK_3013	butterfly baton +3
W_STK_3014	glow stick +3
W_STK_3015	get-up-and-glow stick +3
W_STK_3016	pixie pole +3
W_STK_3017	fantastick +3
W_STK_3018	cane of compassion +3
W_STK_3019	sceptre of time +3
W_STK_3020	faerie king's cane +3
W_STK_3021	rusty sceptre +3
W_STK_3022	naughty stick +3
W_SPR_3001	bronze lance +3
W_SPR_3002	iron lance +3
W_SPR_3003	battle fork +3
W_SPR_3004	steel lance +3
W_SPR_3005	jade's glave +3
W_SPR_3006	trident +3
W_SPR_3007	lightning lance +3
W_SPR_3008	platinum lance +3
W_SPR_3009	gracos's fork +3
W_SPR_3010	demon spear +3
W_SPR_3011	storm spear +3
W_SPR_3012	full fathom fork +3
W_SPR_3013	paladin's lance +3
W_SPR_3014	metal slime spear +3
W_SPR_3015	null +3
W_SPR_3016	seraph's spear +3
W_SPR_3017	null +3
W_SPR_3018	liquid metal spear +3
W_SPR_3019	null +3
W_SPR_3020	barbarous pole +3
W_SPR_3021	sacred spear +3
W_SPR_3022	heaven's talon +3
W_SPR_3023	metal king spear +3
W_SPR_3024	split-pot poker +3
W_AXE_3001	cavalier cleaver +3
W_AXE_3002	king axe +3
W_AXE_3003	ice axe +3
W_AXE_3004	kaiser axe +3
W_AXE_3005	obliteratoriser +3
W_AXE_3006	overlord's axe  +3
W_AXE_3007	bad axe +3
W_AXE_3008	conqueror's axe +3
W_AXE_3009	avalanche axe +3
W_AXE_3010	maxi axe +3
W_AXE_3011	apollo's axe +3
W_AXE_3012	climaxe +3
W_AXE_3013	aristocrat's axe +3
W_AXE_3014	kairos cleaver +3
W_AXE_3015	galaxy axe +3
W_CLW_3001	iron claws +3
W_CLW_3002	silver claws +3
W_CLW_3003	infernails +3
W_CLW_3004	steel claws +3
W_CLW_3005	crow's claws +3
W_CLW_3006	platinum claws +3
W_CLW_3007	kestrel claws +3
W_CLW_3008	fire claws +3
W_CLW_3009	ice claws +3
W_CLW_3010	kite claws +3
W_CLW_3011	cobra claws +3
W_CLW_3012	dragon claws +3
W_CLW_3013	crimson claws +3
W_CLW_3014	beast claws +3
W_CLW_3015	null +3
W_CLW_3016	combusticlaws +3
W_CLW_3017	king cobra claws +3
W_CLW_3018	monster slashers +3
W_CLW_3019	null +3
W_CLW_3020	crystal claws +3
W_CLW_3021	dragovian lord claws +3
W_CLW_3022	orichalcum claws +3
W_CLW_3023	deicimators +3
W_CLW_3024	xenlon claws +3
W_CLW_3025	frostfire fingers +3
E_SHI_3001	pot lid +3
E_SHI_3002	leather shield +3
E_SHI_3003	scale shield +3
E_SHI_3004	silver platter +3
E_SHI_3005	gold platter +3
E_SHI_3006	light shield +3
E_SHI_3007	platinum platter +3
E_SHI_3008	magic shield +3
E_SHI_3009	flame shield +3
E_SHI_3010	flame shield +3
E_SHI_3011	ice shield +3
E_SHI_3012	white shield +3
E_SHI_3013	enchanted shield +3
E_SHI_3014	metal slime shield +3
E_SHI_3015	ethereal shield +3
E_SHI_3016	silver shield +3
E_SHI_3017	liquid metal slime shield +3
E_SHI_3018	psyche swiper +3
E_SHI_3019	devilry drinker +3
E_SHI_3020	erdwin's shield +3
E_SHI_3021	metal king shield +3
E_SHI_3022	soul sucker +3
E_LSH_3001	bronze shield +3
E_LSH_3002	iron shield +3
E_LSH_3003	steel shield +3
E_LSH_3004	shield od heliodor +3
E_LSH_3005	platinum shield +3
E_LSH_3006	warrior's shield +3
E_LSH_3007	dragon shield +3
E_LSH_3008	dark shield +3
E_LSH_3009	saintess shield +3
E_LSH_3010	ogre shield +3
E_LSH_3011	ruinous shield +3
E_LSH_3012	goddess shield +3
E_LSH_3013	drustan's shield +3
E_HAT_3001	bandana +3
E_HAT_3002	leather hat +3
E_HAT_3003	hairband +3
E_HAT_3004	pointy hat +3
E_HAT_3005	turban +3
E_HAT_3006	feathered cap +3
E_HAT_3007	bunny ears +3
E_HAT_3008	stone hardhat +3
E_HAT_3009	fur hood +3
E_HAT_3010	hermes' hat +3
E_HAT_3011	coral hairpin +3
E_HAT_3012	bronze helmet +3
E_HAT_3013	mercury's bandana +3
E_HAT_3014	silver tiara +3
E_HAT_3015	magical hat +3
E_HAT_3016	pirate's hat +3
E_HAT_3017	gold circlet +3
E_HAT_3018	thief's turban +3
E_HAT_3019	feather headband +3
E_HAT_3020	tricky turban +3
E_HAT_3021	hocus hat +3
E_HAT_3022	happy hat +3
E_HAT_3023	scholar's cap +3
E_HAT_3024	disturbin' turban +3
E_HAT_3025	malleable mask +3
E_HAT_3026	star circlet +3
E_HAT_3027	papillon mask +3
E_HAT_3028	swindler's scarf +3
E_HAT_3029	cat hat +3
E_HAT_3030	null +3
E_HAT_3031	null +3
E_HAT_3032	minister's mitre +3
E_HAT_3033	cavalier hat +3
E_HAT_3034	witch's hat +3
E_HAT_3035	golden tiara +3
E_HAT_3036	phantom mask +3
E_HAT_3037	freebooter's bandana +3
E_HAT_3038	null +3
E_HAT_3039	stellar starflower +3
E_HAT_3040	dragon bandana +3
E_HAT_3041	spring breeze hat +3
E_HAT_3042	summer cloud hat +3
E_HAT_3043	autumn shower hat +3
E_HAT_3044	winter sky hat +3
E_HAT_3045	pirate king's hat +3
E_HAT_3046	swindler king's scarf +3
E_HAT_3047	crown of eternity +3
E_HAT_3048	crown of eternity +3
E_HAT_3049	tiara tremenda +3
E_HAT_3050	xenlon hair ring +3
E_HAT_3051	serenica's circlet +3
E_HAT_3052	cute cap +3
E_HAT_3053	bonny band +3
E_HAT_3054	tiara tremendisima +3
E_HAT_3055	null +3
E_HAT_3056	corsair's cap +3
E_HAT_3057	trodain bandana +3
E_HAT_3058	artisanal trodain bandana +3
E_HEL_3001	iron helmet +3
E_HEL_3002	NULL +3
E_HEL_3003	iron mask +3
E_HEL_3004	steel helmet +3
E_HEL_3005	warrior's helm +3
E_HEL_3006	null +3
E_HEL_3007	platinum headgear +3
E_HEL_3008	iron headgear +3
E_HEL_3009	hade's helm +3
E_HEL_3010	mythril helm +3
E_HEL_3011	thinking cap +3
E_HEL_3012	raging bull helm +3
E_HEL_3013	great helm +3
E_HEL_3014	metal slime helm +3
E_HEL_3015	drasilian helm +3
E_HEL_3016	goddess's tiara +3
E_HEL_3017	warrior princess's headdress +3
E_HEL_3018	crown of dundrasil +3
E_HEL_3019	skull helm +3
E_HEL_3020	liquid metal helm +3
E_HEL_3021	null +3
E_HEL_3022	metal king helm +3
E_HEL_3023	heavenly helm +3
E_HEL_3024	erdwin's coronet +3
E_HEL_3025	irwin's helm +3
E_HEL_3026	sacred circlet +3
E_HEL_3027	minerva's tiara +3
E_HEL_3028	sun crown +3
E_HEL_3029	yggdrasil crown +3
E_HEL_3030	drustan's helm +3
E_HEL_3031	apollo's crown +3
E_CLO_3001	mardi garb +3
E_CLO_3002	plain cloths +3
E_CLO_3003	wayfarer's clothes +3
E_CLO_3004	boxer shorts +3
E_CLO_3005	templar's uniform +3
E_CLO_3006	leather dress +3
E_CLO_3007	leather cape +3
E_CLO_3008	null +3
E_CLO_3009	fur poncho +3
E_CLO_3010	cloak of evasion +3
E_CLO_3011	posh waistcoat +3
E_CLO_3012	pretty pinny +3
E_CLO_3013	dainty dress +3
E_CLO_3014	smart suit +3
E_CLO_3015	silk bustier +3
E_CLO_3016	spangled dress +3
E_CLO_3017	magical skirt +3
E_CLO_3018	velvet cape +3
E_CLO_3019	dragon dojo duds +3
E_CLO_3020	uniforme de l'academie +3
E_CLO_3021	hairy vest +3
E_CLO_3022	strongsam +3
E_CLO_3023	shimmering dress +3
E_CLO_3024	twinkling tuxedo +3
E_CLO_3025	rogue's robes +3
E_CLO_3026	macabre mantle +3
E_CLO_3027	saintess dress +3
E_CLO_3028	dancer's costume +3
E_CLO_3029	divine bustier +3
E_CLO_3030	null +3
E_CLO_3031	null +3
E_CLO_3032	null +3
E_CLO_3033	scandalous swimsuit +3
E_CLO_3034	agility gilet +3
E_CLO_3035	swindler's store +3
E_CLO_3036	cat suit +3
E_CLO_3037	dapper doublet +3
E_CLO_3038	drasilian dress coat +3
E_CLO_3039	general's jacket +3
E_CLO_3040	star's suit +3
E_CLO_3041	null +3
E_CLO_3042	combat costume +3
E_CLO_3043	brigandine +3
E_CLO_3044	liquid metal jacket +3
E_CLO_3045	superstar's suit +3
E_CLO_3046	freebooter's bo;ero +3
E_CLO_3047	null +3
E_CLO_3048	null +3
E_CLO_3049	dragonskin jacket +3
E_CLO_3050	metal king jacket +3
E_CLO_3051	exotoga +3
E_CLO_3052	erdwin's tunic +3
E_CLO_3053	pirate king's coat +3
E_CLO_3054	swindler king's stole +3
E_CLO_3055	serenica's surplice +3
E_CLO_3056	sacred raiment +3
E_CLO_3057	glad rags +3
E_CLO_3058	dashing doublet +3
E_CLO_3059	xenlon gown +3
E_CLO_3060	pallium regale +3
E_CLO_3061	yggdrasil dress coat +3
E_CLO_3062	field marshal's finery +3
E_CLO_3063	cobblestone clobber +3
E_CLO_3064	bunny suit +3
E_CLO_3065	corsair's coat +3
E_CLO_3066	potentate's palliun +3
E_CLO_3067	gladder rags +3
E_CLO_3068	hot bikini +3
E_CLO_3069	arriviste's vest +3
E_CLO_3070	elevating vest +3
E_CLO_3071	vest for sucess +3
E_CLO_3072	trodain togs +3
E_CLO_3073	artisanal trodain togs +3
E_ARM_3001	leather armour +3
E_ARM_3002	scale armour +3
E_ARM_3003	chain mail +3
E_ARM_3004	bronze armour +3
E_ARM_3005	iron cuirass +3
E_ARM_3006	iron armour +3
E_ARM_3007	tortoise shell +3
E_ARM_3008	full plate armour +3
E_ARM_3009	zombie mail +3
E_ARM_3010	silver cuirass +3
E_ARM_3011	silver mail +3
E_ARM_3012	heavy armour +3
E_ARM_3013	magic armour +3
E_ARM_3014	dancer's mail +3
E_ARM_3015	dragon mail +3
E_ARM_3016	spiked mail +3
E_ARM_3017	platinum mail +3
E_ARM_3018	bandit mail +3
E_ARM_3019	mirror armour +3
E_ARM_3020	metal slime armour +3
E_ARM_3021	drasilian armour +3
E_ARM_3022	hendrik's armour +3
E_ARM_3023	gigant armour +3
E_ARM_3024	liquid metal armour +3
E_ARM_3025	sacred armour +3
E_ARM_3026	metal king armour +3
E_ARM_3027	legendary armour +3
E_ARM_3028	irwin's armour +3
E_ARM_3029	drustan's armour +3
E_ARM_3030	gallopolitan armour +3
E_ROB_3001	silk robe +3
E_ROB_3002	fizzle-retardant suit +3
E_ROB_3003	fizzle-retardant blouse +3
E_ROB_3004	robe of serenity +3
E_ROB_3005	magic vestment +3
E_ROB_3006	glombolero +3
E_ROB_3007	sage's robe +3
E_ROB_3008	wizard's robe +3
E_ROB_3009	witch's robe +3
E_ROB_3010	prince's pea coat  +3
E_ROB_3011	king's coat +3
E_ROB_3012	queen's robe +3
